"APICD","APINM","ORGANNM","DATAFORMMAT","DOCXNAME","APITYPE","DETAILPK","DOCULINK"
"15079781",공정거래위원회_후원방문판매사업자 등록현황 통계 제공 서비스,공정거래위원회,JSON+XML,"20.후원방문판매사업자 등록현황 통계 제공 서비스 가이드_v0.1.docx",REST,uddi:cf8fa92e-0116-40ee-a39e-aa42e3d1244b,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002387904&fileDetailSn=1
"15086442",한국산업인력공단_NCS 학습모듈정보,한국산업인력공단,XML,NCS_NCS 학습모듈_v1.1.docx,REST,uddi:da955e86-7c9b-474d-b995-d543e366242c_202109171001,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002432505&fileDetailSn=1
"15086420",한국산업인력공단_한국어능력시험시스템 국가 및 업종 정보,한국산업인력공단,XML,한국어능력시험_한국어능력시험시스템 국가 및 업종 정보_v1.1.docx,REST,uddi:2907f1fa-036c-4c58-84cf-a3c0174cce3f,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002424856&fileDetailSn=1
"15086805",한국산업인력공단_원격훈련모니터링시스템 훈련기관 회원정보,한국산업인력공단,XML,"8.(최종)20210830_기술문서자료(원격훈련모니터링시스템_훈련기관 회원정보)_훈련품질향상센터.hwp",REST,uddi:0f7ad42e-42e2-41e1-8370-9d161dc74f31_202109061402,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002428003&fileDetailSn=1
"15089658",한국마사회_기수통산성적비교,한국마사회,XML,API232_한국마사회_기수통산성적비교.docx,REST,uddi:3e801d86-46a8-43e2-81a3-ac0cebe5fb51_202109301528,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002449890&fileDetailSn=1
"15089712",한국마사회_조교사일일조교일자,한국마사회,XML,API240_한국마사회_조교사일일조교일자.docx,REST,uddi:5c3d7cf1-7924-4fe1-839e-93e98c13ac65,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002443512&fileDetailSn=1
"15086327",한국마사회_언덕주로 훈련정보,한국마사회,XML,API224_한국마사회 언덕주로 훈련정보.docx,REST,uddi:e15daf51-501f-49ee-abf7-bbbabdc39ed7_202109101748,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002430893&fileDetailSn=1
"15063739",부산광역시_콘서트 목록 서비스,부산광역시,JSON+XML,[부산문화포털]OpenAPI활용가이드_콘서트목록.docx,REST,uddi:7fe6d6e8-2ea0-4b1d-8fbc-d82284c62093,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002284037&fileDetailSn=1
"15078763",충청북도_충북과학기술혁신원 연혁,충청북도,JSON,"21.OpenAPI활용가이드_[충청북도_충북과학기술혁신원_연혁]_v1.0.docx",REST,uddi:fe06d4a2-1884-48e4-a8a4-e258b12913e1_202104061400,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002381050&fileDetailSn=1
"15062417",한국수력원자력(주)_양양양수발전소 수문자료,한국수력원자력(주),XML,기술문서양식_양양양수수문자료_20210217.docx,REST,uddi:74ed4d18-6191-4ed4-8d6c-fc0ea5a2b95d_202102171032,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002366685&fileDetailSn=1
"15001700",건강보험심사평가원_비급여진료비정보조회서비스,건강보험심사평가원,XML,OpenAPI활용가이드_건강보험심사평가원(비급여진료비정보서비스)_200515.docx,REST,uddi:7d8e6208-ebbf-4bfb-8906-be8d507fee23_202006091005,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002252928&fileDetailSn=1
"15078418",충청북도_행정국 정보통신과 정보보호팀 개인정보의 제3자 이용․제공 현황,충청북도,JSON,"7.OpenAPI활용가이드_[충청북도_개인정보의_제3자_이용․제공_현황 ]_v1.0.docx",REST,uddi:a0728c44-cacb-4ca5-b043-e702e85d8a75,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002376924&fileDetailSn=1
"15079617",충청북도_내수면사업연구소 주요연구시설현황 (시설),충청북도,JSON,"125.OpenAPI활용가이드_충청북도_내수면사업연구소_주요연구시설현황(시설)_v1.0.docx",REST,uddi:8ae5df96-5b13-43b6-be11-b2b2c712d692_202104061406,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002379631&fileDetailSn=1
"15040587",중앙선거관리위원회 선거공약정보,중앙선거관리위원회,JSON+XML,OpenAPI활용가이드(선거공약정보)_v2.2.hwp,REST,uddi:cba4a719-87b9-4790-99ed-e60d64d04db3,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002347747&fileDetailSn=1
"15077897",행정안전부_통계연보_경찰공무원/소방공무원/검사 정원,행정안전부,JSON+XML,"기술문서_행정안전부_통계연보_경찰공무원,소방공무원,검사 정원.docx",REST,uddi:c1754a81-a10c-4267-8f83-ae784624358d,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002384849&fileDetailSn=1
"15077586",공공데이터활용지원센터_코로나19 예방접종센터 조회서비스,공공데이터활용지원센터,JSON,,REST,uddi:37b4afe8-b649-4d32-8f40-b428763342ea,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=&fileDetailSn=
"15001049",한국수력원자력(주)_원자력발전소 실시간 온배수현황,한국수력원자력(주),XML,API_가이드_원자력발전소 실시간 온배수현황_20210218.docx,REST,uddi:81e271fb-dd89-4dbf-bfc5-b272cb333358_202102190852,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002367302&fileDetailSn=1
"15074466",한국에너지공단_온실가스 배출량 환산계수 서비스,한국에너지공단,JSON+XML,OpenAPI활용가이드_한국에너지공단_23_온실가스 배출량 환산계수.zip,REST,uddi:641b5e57-c9f2-4b45-9787-c3a2283de500,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002349204&fileDetailSn=1
"15057550",국토교통부_GIS건물통합정보조회서비스,국토교통부,XML,GIS건물통합정보조회서비스.zip,REST,uddi:569c6bfb-ce73-4b51-bbfe-94ffdc80b031,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001414846&fileDetailSn=0
"15079815",공정거래위원회_다단계판매사업자 정보 상세 제공 서비스,공정거래위원회,JSON+XML,"26.다단계판매사업자 정보 상세 제공 서비스 활용 가이드_v1.0.docx",REST,uddi:fbdd17b2-aa18-459f-abc2-ea891e792d81,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002387910&fileDetailSn=1
"15043421",금융위원회_채권발행정보,금융위원회,JSON+XML,오픈API 활용자가이드_금융위원회_채권발행정보_수정.docx,REST,uddi:8e8e59df-2802-45b4-8687-e42be42e1f99_202006091500,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002260418&fileDetailSn=1
"15058103",부산광역시_도시고속도로교통량 정보조회서비스,부산광역시,JSON+XML,"14-2. TIS-NIA-API-14-오픈 API 활용자 가이드-도시고속도로교통량 정보조회서비스-v12.hwp",REST,uddi:84b06f29-3cb1-4911-931c-b4cdfa070047,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001497930&fileDetailSn=0
"15061337",금융위원회_금융통계신용협동조합정보,금융위원회,JSON+XML,금융통계 활용자가이드_금융통계신용협동조합정보.docx,REST,uddi:9de97e05-2d63-4e69-bbfc-e0982af2f490_202007151935,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002273234&fileDetailSn=1
"15086392",한국산업인력공단_동포 취업교육 교육과정시간 정보 서비스,한국산업인력공단,XML,외국인력시스템_동포 취업교육 교육과정시간 정보_v1.2.docx,REST,uddi:dd7f6fce-a4f2-4030-a743-bc8b0c005dab_202109171025,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002440589&fileDetailSn=1
"15086395",한국산업인력공단_마이스터넷 고용직업분류 정보,한국산업인력공단,XML,마이스터넷_마이스터넷 고용직업 분류_v1.1.docx,REST,uddi:52cc51b5-227c-4881-afe3-841f3bfa6afd,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002424634&fileDetailSn=1
"15086391",한국산업인력공단_귀국지원 회원 통계 정보,한국산업인력공단,XML,외국인력시스템_귀국지원 회원 통계 정보_v1.1.docx,REST,uddi:9e021211-17d0-47dd-86a6-897593501af4,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002424608&fileDetailSn=1
"15086397",한국산업인력공단_마이스터넷 작품전시관 정보,한국산업인력공단,XML,마이스터넷_마이스터넷 작품전시관_v1.1 (1).docx,REST,uddi:5aac11c7-d818-4009-a4f5-d7c483890082,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002424651&fileDetailSn=1
"15086411",한국산업인력공단_외국인근로자 귀국지원 관련 현지 채용공고 정보,한국산업인력공단,XML,외국인력시스템_현지 채용공고 정보_v1.1.docx,REST,uddi:4b8f3145-88a1-46b8-a66b-d3e6708fd483,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002424801&fileDetailSn=1
"15086878",한국산업인력공단_원격훈련모니터링시스템 훈련기관 재응시 정보,한국산업인력공단,XML,"17.(최종)20210830_기술문서자료(원격훈련모니터링시스템_훈련기관 재응시 정보)_훈련품질향상센터.hwp",REST,uddi:a608f712-2a0f-4fcd-9e6a-e51fbd70e94d_202109061413,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002428585&fileDetailSn=1
"15012894",전국전통시장표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:1160a4d2-0283-4585-abc6-cba99384b274,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=&fileDetailSn=
"15077934",행정안전부_통계연보_연도별 이재민 발생,행정안전부,JSON+XML,기술문서_행정안전부_통계연보_연도별 이재민 발생.docx,REST,uddi:571a3957-39a4-42bf-8f27-953234e5e648,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002380531&fileDetailSn=1
"15058351",한국지역정보개발원_일반정규직 평균임금 조회 서비스,행정안전부 한국지역정보개발원,XML,기술문서_일반정규직 평균임금 조회 서비스.docx,REST,uddi:995c65ee-d902-4234-bfad-eb323a522442,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001478310&fileDetailSn=0
"15059189",한국지역정보개발원_부채규모 조회 서비스,행정안전부 한국지역정보개발원,XML,기술문서_부채규모  조회 서비스.docx,REST,uddi:e038b28d-8855-48a1-8787-f795bd9039aa,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001485702&fileDetailSn=0
"15073554",행정안전부_안전정보 통합공개 조회 서비스,행정안전부,JSON+XML,행정안전부_안전정보 통합공개 조회 서비스 OpenAPI안내_210409.docx,REST,uddi:8f872894-aac9-49d0-bd6b-e1c970c1acc6_202012231318,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002382304&fileDetailSn=1
"15058754",울산광역시_울산문화예술회관 공연정보,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터_울산문화예술회관_공연정보__v3.0.docx,REST,uddi:bc2824cd-9fd4-4180-8589-d1619a14f4dc,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001442107&fileDetailSn=0
"15020187",울산광역시_건축관련업체 현황,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터_건축사사무소현황API.docx,REST,uddi:7cf1c817-b740-4a81-88d5-bb7bbf540d24,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001388524&fileDetailSn=0
"15070786",부산광역시 해운대구_관광지 정보조회 서비스,부산광역시 해운대구,JSON+XML,OpenAPI활용가이드_해운대구_관광지정보조회서비스.docx,REST,uddi:4449d787-1688-4504-9bdd-a86f9abe6ff8,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002320498&fileDetailSn=1
"15011942",부산광역시 환경소음 정보,부산광역시,JSON+XML,부산 환경소음 정보 조회.docx,REST,uddi:7c4985fd-dcfc-4c8b-84f0-f0419a77d0a2,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001587736&fileDetailSn=0
"15034029",부산광역시_구군 모범음식점 현황,부산광역시,JSON+XML,모범음식점 현황 서비스.docx,REST,uddi:e7346ef1-8351-40a2-a97a-c0c382f484f1,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001493409&fileDetailSn=0
"15034071",부산광역시_대관/대여 정보,부산광역시,JSON+XML,대관대여 정보 서비스.docx,REST,uddi:d56a2bb3-3085-4364-abd8-8b568f2fe4df,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001597424&fileDetailSn=0
"15079557",충청북도_산업곤충 시중가격 모니터링 현황 조회,충청북도,JSON,"139.OpenAPI활용가이드_충청북도_산업곤충_시중가격_모니터링현황_v1.0.docx",REST,uddi:61146e2a-a80f-4e25-9d0c-aaf6dc92edb2_202104061308,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002379458&fileDetailSn=1
"15078601",충청북도_청주소방서 서부소방서 관할구역,충청북도,JSON,"14.OpenAPI활용가이드_[충청북도_서부소방서_관할구역]_v1.0.docx",REST,uddi:68e7ced7-fd8b-4ea1-b8ec-96d2ab0ffcaf_202104061438,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002381078&fileDetailSn=1
"15078778",충청북도_도내 174개 하천 수질검사결과 조사지점,충청북도,JSON,"244.오픈API활용가이드_[충청북도_도내174개하천_수질검사결과_조사지점(2019)]_v1.0.docx",REST,uddi:6c1d9298-07dd-4310-abc6-b39184265752_202104061337,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377769&fileDetailSn=1
"15078813",충청북도_내수면사업연구소 수질 및 안전성 검사(수산용수분석),충청북도,JSON,"234.오픈API활용가이드_[충청북도_내수면사업연구소_수질및안전성_검사(수산용수분석)]_v1.0.docx",REST,uddi:62a1c317-f901-4c48-b160-91a299e3b27e_202104061203,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377809&fileDetailSn=1
"3072897",울산광역시_다자녀 사랑카드 참여업체 현황,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터(다자녀사랑카드참여업체_API)_v1.0.docx,REST,uddi:ba2a3f03-1206-4908-bf6d-ba9e3430fc23,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001360520&fileDetailSn=0
"15058585",해양수산부_내항컨테이너반출입정보,해양수산부,XML,DAT211_오픈API활용가이드_내항컨테이너반출입정보.docx,REST,uddi:ac464e6c-9c38-401e-b242-f786700ade26,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001471466&fileDetailSn=0
"15058883",해양수산부_해역이용협의정보 서비스,해양수산부,JSON+XML,"1.해역이용_협의정보_서비스_활용_가이드.docx",REST,uddi:c80ae91e-9489-4959-99d9-ecdea4b14a09_202010051007,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002307671&fileDetailSn=1
"15059170",해양수산부_환경영향 평가정보 서비스,해양수산부,JSON+XML,"7.환경영향 평가정보 서비스 가이드_ver5.docx",REST,uddi:dea6ec38-4b4d-443e-888f-fa49d53835ff,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001418832&fileDetailSn=0
"15075738",해양수산부_연속정보 해상풍(3 분),해양수산부,JSON+XML,연속정보 해상풍(3분)_기술문서.docx,REST,uddi:91edda82-58a0-405a-86fc-f439c319af1d_202102181446,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002357948&fileDetailSn=1
"15061288",금융위원회_금융통계공통(파생상품)정보,금융위원회,JSON+XML,금융통계 활용자가이드_금융통계공통(파생상품)정보.docx,REST,uddi:df20e601-a5fa-4165-a9f5-8b4359acf3a9_202007151959,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002273245&fileDetailSn=1
"15061316",금융위원회_금융통계저축은행정보,금융위원회,JSON+XML,금융통계 활용자가이드_금융통계저축은행정보.docx,REST,uddi:efd27358-1756-4966-ab0f-88fd35465974_202007152001,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002273246&fileDetailSn=1
"15059590",금융위원회_모기지론콜옵션행사내역정보,금융위원회,JSON+XML,오픈API 활용자가이드_금융위원회_모기지론콜옵션행사내역정보.docx,REST,uddi:1f782c56-c3a8-4525-b5b4-9423c8eead2e,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002247552&fileDetailSn=1
"15074723",해양수산부_경기-특성평가격자,해양수산부,XML,경기-특성평가격자_기술문서.docx,REST,uddi:ae4ee9f1-1411-48fc-a31f-b66c90c7210b_202102051542,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002366735&fileDetailSn=1
"3066489",병무청_모병 구비서류,병무청,XML,_MMA_OPENAPI_0005+구비서류_v1.0.docx,REST,uddi:6d5dcff1-979a-45eb-a77d-dd82ab85253c,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001347750&fileDetailSn=0
"15057083",한국노인인력개발원_노인사회활동(노인일자리) 시스템 코드 정보,한국노인인력개발원,XML,IROS_SS_ID_DV_0501_OpenAPI활용가이드_한국노인인력개발원_코드조회서비스__v1.3.doc,REST,uddi:309a6bae-e346-45a3-98f6-d848d312f7ca,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001432957&fileDetailSn=0
"15057109",조달청_누리장터 민간입찰공고서비스,조달청,JSON+XML,조달청_OpenAPI활용가이드_누리장터_민간입찰공고서비스_1.3.docx,REST,uddi:33641658-c8d1-4114-9148-d28a374031e8_201804231613,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001533984&fileDetailSn=0
"15000802",조달청_입찰공고정보,조달청,JSON+XML,조달청_OpenAPI활용가이드_나라장터_입찰공고정보서비스_2.7.docx,REST,uddi:64ecc026-a282-43df-b0e1-f59417c606ce_202103031625,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377182&fileDetailSn=1
"15080757",통계청_온라인 수집 가격 정보,통계청,XML,통계청_온라인수집가격정보_OPEN-API활용가이드_v2.1.docx,REST,uddi:5874b0b0-afed-4467-a89e-c5a91f0019a2_202105101042,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002389900&fileDetailSn=1
"15059195",외교부_국가별 여행경보 히스토리 목록조회,외교부,XML,기술문서_국가·지역별 여행경보히스토리정보_v1.7.docx,REST,uddi:e0803a3a-4e53-430b-b1ca-f9cb7ed270ac,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001617810&fileDetailSn=0
"15059061",한국사회보장정보원_사회서비스 공통코드 조회,한국사회보장정보원,XML,OpenAPI활용가이드_사회서비스전자바우처.docx,REST,uddi:d5ab5cca-2349-479a-bad7-e04b21772fe9_202109031634,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002431056&fileDetailSn=1
"3075061",한국사회보장정보원_ 사회서비스 제공기관 품질평가 정보,한국사회보장정보원,XML,OpenAPI활용가이드_사회서비스전자바우처.docx,REST,uddi:b042b28c-43d5-4394-b425-f5289bb42b11_202109031652,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002431053&fileDetailSn=1
"15084084",기상청_단기예보 조회서비스,기상청,JSON+XML,기상청41_단기예보 조회서비스_오픈API활용가이드_최종.zip,REST,uddi:18140ef2-28cf-4bc0-968a-9712b098fd45_202106281627,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002477605&fileDetailSn=1
"15077056",국립암센터_폐암 라이브러리 세부진단 종류별,국립암센터,JSON+XML,국립암센터_폐암_집계정보_조회서비스_오픈API활용가이드_(13)세부진단_종류별.docx,REST,uddi:0e6c1f87-89d7-4b66-bc52-c60b577f0bde,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002370702&fileDetailSn=1
"3044697",한국사회복지협의회 전국푸드뱅크 정보,한국사회복지협의회,JSON+XML,전국푸드뱅크통계데이터오픈API활용가이드.zip,REST,uddi:819a6565-f802-4477-8306-ccef7e5611a1_201811021613,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002373119&fileDetailSn=1
"15078114",여성가족부_여성사전시관 도서 정보 서비스,여성가족부,JSON+XML,여성가족부_Open API_조회_서비스_활용가이드_v1.0 (여성사전시관 도서 정보 조회).docx,REST,uddi:38c9a9d9-d3c6-461d-9ed4-a7d51318c285_202104081603,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002381826&fileDetailSn=1
"15065005",농촌진흥청 국립식량과학원_맥류작황 성적정보 서비스,농촌진흥청 국립식량과학원,JSON,국립식량과학원_맥류 작황 성적 조회_OpenAPI 활용가이드_v2.0.docx,REST,uddi:885e8e68-6b12-4d78-bf7b-fd0eb72b55e0_202009251519,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002301282&fileDetailSn=1
"15078485",충청북도_소방활동상황 생활안전 및 재난대응,충청북도,JSON,"280.OpenAPI활용가이드_[충청북도_소방활동상황_생활안전_및_재난대응]_v1.0.docx",REST,uddi:8534b4e8-075d-435a-98ff-88459f6a0939_202104080946,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002377247&fileDetailSn=1
"15012184",전라북도 전주시_자전거보관소,전라북도 전주시,JSON+XML,OpenAPI활용가이드_전주시청_공공데이터(자전거보관소 정보)_v1.0.docx,REST,uddi:d21b04e9-97ee-4de9-948f-a8c5d62fc820,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001425606&fileDetailSn=0
"15079127",충청북도_충북연구원 진행연구 창의과제현황,충청북도,JSON,"191.OpenAPI활용가이드_충북연구원_진행연구_창의과제_v1.0.docx",REST,uddi:3eba7094-a805-4819-92a8-97e569c0ad79,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002378358&fileDetailSn=1
"15053339",국토안전관리원_사고사례 정보조회 서비스,국토안전관리원,JSON+XML,기술문서_사고사례정보조회서비스.docx,REST,uddi:41acd564-2028-4030-9eb9-8b0f905ffc6a,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001420059&fileDetailSn=0
"15078974",충청북도_환경분야정보 물환경 하천행정구역현황(남한강현황),충청북도,JSON,"207.오픈API활용가이드_[충청북도_환경분야정보_물환경_하천행정구역현황(남한강현황)]_v1.0.docx",REST,uddi:0c3be88e-c84e-4cb9-b52c-a4fb3e65f7c4_202104061126,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002378092&fileDetailSn=1
"3070050",부산광역시 영도구_환경인허가업소 현황,부산광역시 영도구,XML,★14. 영도구 환경관련 인허가 업소 현황.hwp,REST,uddi:efafdc0f-da1e-4819-9176-96c585e04a53,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001500646&fileDetailSn=0
"15069868",식품의약품안전처 식품의약품안전평가원_식품의약품안전처 연구관리 정산 결과 조회 서비스,식품의약품안전처 식품의약품안전평가원,XML,iros_227_식품의약품안전처 연구관리 정산 결과 조회 서비스_v1.0.docx,REST,uddi:e4bd26bd-e693-4279-815e-c3be682fe4b4_202012311035,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002357294&fileDetailSn=1
"3074781",한국수자원공사_Waterpedia 지식정보,한국수자원공사,JSON+XML,OpenAPI활용가이드_수자원공사_Waterpedia지식정보_v1.0.docx,REST,uddi:e81965b6-6905-4121-b2a5-90fc2768afab,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001494645&fileDetailSn=0
"15044678",국토교통부_건축인허가정보 서비스,국토교통부,XML,OpenAPI활용가이드-건축인허가_v1.2.hwp,REST,uddi:343a1472-b1d7-44f9-8459-d5c8fb23e4a0_202105181526,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002391336&fileDetailSn=1
"15022076",울산광역시 문화축제,울산광역시,XML,OpenAPI활용가이드_울산광역시공공데이터(문화축제_API)_v1.0.docx,REST,uddi:6e6b3b6b-43c6-4889-a828-c6004e67b1f5,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001362077&fileDetailSn=0
"15002731",산림청_등산로 정보,산림청,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_13.산림청(등산로정보)_v2.3.docx,REST,uddi:b49b981c-4fd4-4ed2-877d-8ce8f3273599,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001390508&fileDetailSn=0
"15063737",부산광역시_전시 목록 서비스,부산광역시,JSON+XML,[부산문화포털]OpenAPI활용가이드_전시목록.docx,REST,uddi:6db79a30-e8ab-411c-8f11-dc92060aad56,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002284032&fileDetailSn=1
"15079202",충청북도_충주소방서 소방장비현황,충청북도,JSON,"183.OpenAPI활용가이드_충주소방서_소방장비현황_v1.0.docx",REST,uddi:6c25f551-b57a-4bdb-a65f-d01226351fd4,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002378537&fileDetailSn=1
"15076352",한국환경공단_전기자동차 충전소 정보,한국환경공단,XML,한국환경공단_전기자동차 충전소 정보_OpenAPI활용가이드_v1.6.docx,REST,uddi:4e893d57-e977-4624-9d9c-baf6ded60d21_202101281639,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002416510&fileDetailSn=1
"15058712",한국국토정보공사_배수펌프장 서비스,한국국토정보공사,JSON+XML,"07.배수펌프장_기술문서.docx",REST,uddi:b8908823-d151-4b47-ba80-ce3a79bebc34_202110181743,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002467105&fileDetailSn=1
"15013106",전국공연행사정보표준데이터,공공데이터활용지원센터,JSON+XML,,REST,uddi:6952ac28-fb9f-4b4e-bed4-a61b2bc98469,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=&fileDetailSn=
"15091886",공정거래위원회_지정된 대규모기업집단 조회 서비스,공정거래위원회,XML,"2. 오픈API활용가이드_지정된 대규모기업집단 조회 서비스_공정거래위원회.docx",REST,uddi:8f0ebfd8-dd05-4c61-9383-f4bdab5e29fd,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002455571&fileDetailSn=1
"15091890",공정거래위원회_지정된 대규모기업집단 자산순위 조회 서비스,공정거래위원회,XML,"3. 오픈API활용가이드_지정된 대규모기업집단 자산순위 조회 서비스_공정거래위원회.docx",REST,uddi:e973ddd2-cb90-4af4-bf2f-f6591ca19921,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002455572&fileDetailSn=1
"15091891",공정거래위원회_지정된 대규모기업집단 소속회사 조회 서비스,공정거래위원회,XML,"4. 오픈API활용가이드_지정된 대규모기업집단 소속회사 조회 서비스_공정거래위원회.docx",REST,uddi:0b51d715-2fe9-4277-97ce-b00a1ccc55a1,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002455577&fileDetailSn=1
